,Title,overview,popularity,release_date,runtime,vote_average
93,About a Boy,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",10.956665,2002-04-26,101.0,6.6
94,Abraham,"This engrossing dramatization of the life of Abraham, the most tested servant of God and the father of Judaism, spans from the patriarch's quest for the Promised Land to the sacrifice of his son, Isaac.",1.888149,1994-04-03,175.0,4.0
95,Absolon,"In the near future, a virus has infected everyone on the planet, and Absolon is a drug that everyone must take to stay alive. One corporation controls the drug. Murchison is the leader of this firm. A scientist who was researching the virus is found murdered, and Norman Scott is the policeman who investigates the crime.",4.113554,2003-01-01,96.0,4.3
96,Absolute Power,A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,7.66124,1997-02-14,121.0,6.4
97,Across the Universe,"Musical based on The Beatles songbook and set in the 60s England, America, and Vietnam. The love story of Lucy and Jude is intertwined with the anti-war movement and social protests of the 60s.",9.161581,2007-09-14,133.0,7.1
98,Adaptation.,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,11.624481,2002-12-06,114.0,7.3
99,Addams Family Values,"Siblings Wednesday and Pugsley Addams will stop at nothing to get rid of Pubert, the new baby boy adored by parents Gomez and Morticia. Things go from bad to worse when the new ""black widow"" nanny, Debbie Jellinsky, launches her plan to add Fester to her collection of dead husbands.",17.555909,1993-11-19,94.0,6.5
100,Addicted to Love,"Good-natured astronomer Sam is devastated when the love of his life, Linda, leaves him for a suave Frenchman named Anton. He therefore does what every other normal dumpee would do; go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, intent on winning her back and waiting until she decides to leave her current lover.",8.085194,1997-05-23,100.0,6.1
101,Adrenalin: Fear the Rush,"In a not-too-distant future, a lethal virus sweeps across Europe, prompting the creation of quarantine refugee camps in the United States. Police officers Delon (Natasha Henstridge) and Lemieux (Christopher Lambert) learn of a grisly murder in the Boston camp and team up to investigate. Suspecting the ruthless killer is infected with the virus, the pair have just hours to stop him before he becomes contagious and infects the entire population.",0.782292,1996-11-29,77.0,3.9
102,Adventures Of A Taxi Driver,Joe North is a London taxi driver who manages to get himself into any number of sexual situations with various women.,0.418006,1976-04-30,89.0,6.8
103,Ae Fond Kiss...,A young man upsets his Punjabi family when he falls in love with an Irish schoolteacher.,6.32444,2004-02-13,104.0,6.2
104,Affair in Havana,"While in Havana, a musician gets involved with a crippled man and his beautiful wife... with deadly results.",0.537496,1957-10-01,77.0,5.5
105,Age of Consent,An elderly artist thinks he has become too stale and is past his prime. His friend (and agent) persuades him to go to an offshore island to try once more. On the island he re-discovers his muse in the form of a young girl.,4.472825,1969-05-13,108.0,6.0
106,"Air: Eating, Sleeping, Waiting and Playing",A fim about Air on tour by Mike Mills,0.076061,1999-12-13,60.0,6.3
107,Airplane!,"Alcoholic pilot, Ted Striker has developed a fear of flying due to wartime trauma, but nevertheless boards a passenger jet in an attempt to woo back his stewardess girlfriend. Food poisoning decimates the passengers and crew, leaving it up to Striker to land the plane with the help of a glue-sniffing air traffic controller and Striker's vengeful former Air Force captain, who must both talk him down.",13.063203,1980-07-02,88.0,7.1
108,Alamar,"Jorge and Roberta have been separated for several years. They simply come from opposite worlds: he likes an uncomplicated life in the jungle, while she prefers a more urban existence. He is Mexican and she is Italian, and she has decided to return to Rome with their five-year-old son, Natan. But before they leave, Jorge wishes to take young Natan on a trip, hoping to teach him about his Mayan origins in Mexico. At first the boy is physically and emotionally uncomfortable with the whole affair, and gets seasick on the boat taking them to their destination. But as father and son spend more time together, Natan begins a learning experience that will remain with him forever.",1.027124,2009-12-16,73.0,6.7
109,Alexander,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",13.498641,2004-11-21,175.0,5.6
110,Alice's Restaurant,"Alice's Restaurant is a 1969 movie adapted from a song by Arlo Guthrie. The song is Arlo Guthrie's most famous work, a talking blues based on a true story that began on Thanksgiving Day 1965. The movie reproduces the events of the song, in addition to other scenes.",1.921563,1969-08-20,111.0,5.5
111,Alien,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",23.37742,1979-05-25,117.0,7.9
112,Aliens,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story, all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",21.761179,1986-07-18,137.0,7.7
113,Aliens vs Predator: Requiem,"A sequel to 2004's Alien vs. Predator, the iconic creatures from two of the scariest film franchises in movie history wage their most brutal battle ever - in our own backyard. The small town of Gunnison, Colorado becomes a war zone between two of the deadliest extra-terrestrial life forms - the Alien and the Predator. When a Predator scout ship crash-lands in the hills outside the town, Alien Facehuggers and a hybrid Alien/Predator are released and begin to terrorize the town.",10.793324,2007-12-25,94.0,4.9
114,Alive,"The amazing, true story of a Uruguayan rugby team's plane that crashed in the middle of the Andes mountains, and their immense will to survive and pull through alive, forced to do anything and everything they could to stay alive on meager rations and through the freezing cold.",8.662287,1993-01-15,120.0,6.7
115,All About Eve,"From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",12.06308,1950-11-09,138.0,8.0
